,rank,change,name,service,genre
7,8,(+1),마술양품점,Smilegate Megaport,캐주얼 게임
8,9,(-2),V4,NEXON Company,롤플레잉
9,10,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
10,11,(-7),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
11,12,(-1),삼국지난무,HanbitSoft Inc,롤플레잉
12,13,(+8),메이플스토리M,NEXON Company,롤플레잉
13,14,(-),브롤스타즈,Supercell,액션
14,15,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
15,16,(-4),전략적 팀 전투,"Riot Games, Inc",전략
16,17,(-2),포켓몬고,"Niantic, Inc.",어드벤처
17,18,(-1),슬램덩크,DeNA HONG KONG LIMITED,스포츠
18,19,(-3),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
19,20,(+3),피파 모바일,NEXON Company,스포츠
20,21,(-2),AFK 아레나,Lilith Games,롤플레잉
21,22,(+3),세븐나이츠,Netmarble,롤플레잉
22,23,(-3),가디언 테일즈,Kakao Games Corp.,롤플레잉
23,24,(+10),일루전 커넥트,ChangYou,롤플레잉
24,25,(+8),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
25,26,(-2),마구마구 2020,Netmarble,스포츠
26,27,(-9),S.O.S : 스테이트 오브 서바이벌,KingsGroup Holdings,전략
27,28,(-6),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
28,29,(-3),좀비고등학교,AWESOMEPIECE,아케이드
29,30,(-3),라이즈 오브 킹덤즈,Lilith Games,전략
30,31,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
31,32,(-1),R2M,Webzen Inc.,롤플레잉
32,33,(-3),달빛조각사,Kakao Games Corp.,롤플레잉
33,34,(-6),A3: 스틸얼라이브,Netmarble,롤플레잉
34,35,(-6),에픽세븐,Smilegate Megaport,롤플레잉
35,36,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
36,37,(-1),리니지2 레볼루션,Netmarble,롤플레잉
37,38,(-),제5인격,X.D. Global,어드벤처
38,39,(-),라스트오리진,smart joy,롤플레잉
39,40,(-),아이러브니키,Kakao Games Corp.,시뮬레이션
0,1,(-),세븐나이츠2,Netmarble,롤플레잉
1,2,(+2),미르4,"Wemade Co., Ltd",롤플레잉
2,3,(-),리니지M,NCSOFT Corporation,롤플레잉
3,4,(-2),바람의나라 연,NEXON Company,롤플레잉
4,5,(-),ROBLOX,Roblox Corporation,어드벤처
5,6,(-),리니지2M,NCSOFT Corporation,롤플레잉
6,7,(-),원신,miHoYo Limited,어드벤처
7,8,(-),마술양품점,Smilegate Megaport,캐주얼 게임
8,9,(-),V4,NEXON Company,롤플레잉
9,10,(+2),삼국지난무,HanbitSoft Inc,롤플레잉
10,11,(+2),메이플스토리M,NEXON Company,롤플레잉
11,12,(-2),카트라이더 러쉬플러스,NEXON Company,자동차 경주
12,13,(-2),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
13,14,(-),브롤스타즈,Supercell,액션
14,15,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
15,16,(+1),포켓몬고,"Niantic, Inc.",어드벤처
16,17,(+3),피파 모바일,NEXON Company,스포츠
17,18,(-2),전략적 팀 전투,"Riot Games, Inc",전략
18,19,(-1),슬램덩크,DeNA HONG KONG LIMITED,스포츠
19,20,(+2),세븐나이츠,Netmarble,롤플레잉
20,21,(-2),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
21,22,(+3),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
22,23,(-2),AFK 아레나,Lilith Games,롤플레잉
23,24,(-1),가디언 테일즈,Kakao Games Corp.,롤플레잉
24,25,(-1),일루전 커넥트,ChangYou,롤플레잉
25,26,(+3),좀비고등학교,AWESOMEPIECE,아케이드
26,27,(+9),배틀그라운드 모바일,PUBG CORPORATION,액션
27,28,(+3),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
28,29,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
29,30,(+2),R2M,Webzen Inc.,롤플레잉
30,31,(-3),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
31,32,(-5),S.O.S : 스테이트 오브 서바이벌,KingsGroup Holdings,전략
32,33,(-),달빛조각사,Kakao Games Corp.,롤플레잉
33,34,(-8),마구마구 2020,Netmarble,스포츠
34,35,(+2),리니지2 레볼루션,Netmarble,롤플레잉
35,36,(-1),에픽세븐,Smilegate Megaport,롤플레잉
36,37,(-3),A3: 스틸얼라이브,Netmarble,롤플레잉
37,38,(NEW),데스티니 차일드 : 디펜스 워,THUMBAGE,전략
38,39,(-1),제5인격,X.D. Global,어드벤처
39,40,(-1),라스트오리진,smart joy,롤플레잉
0,1,(-),세븐나이츠2,Netmarble,롤플레잉
1,2,(-),미르4,"Wemade Co., Ltd",롤플레잉
2,3,(-),리니지M,NCSOFT Corporation,롤플레잉
3,4,(-),바람의나라 연,NEXON Company,롤플레잉
4,5,(-),ROBLOX,Roblox Corporation,어드벤처
5,6,(-),리니지2M,NCSOFT Corporation,롤플레잉
6,7,(+1),마술양품점,Smilegate Megaport,캐주얼 게임
7,8,(-1),원신,miHoYo Limited,어드벤처
8,9,(+2),메이플스토리M,NEXON Company,롤플레잉
9,10,(-),삼국지난무,HanbitSoft Inc,롤플레잉
10,11,(-2),V4,NEXON Company,롤플레잉
11,12,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
12,13,(+3),포켓몬고,"Niantic, Inc.",어드벤처
13,14,(-),브롤스타즈,Supercell,액션
14,15,(+3),전략적 팀 전투,"Riot Games, Inc",전략
15,16,(-3),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
16,17,(-),피파 모바일,NEXON Company,스포츠
17,18,(+4),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
18,19,(-4),검은사막 모바일,PEARL ABYSS,롤플레잉
19,20,(+1),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
20,21,(-1),세븐나이츠,Netmarble,롤플레잉
21,22,(-3),슬램덩크,DeNA HONG KONG LIMITED,스포츠
22,23,(-),AFK 아레나,Lilith Games,롤플레잉
23,24,(+2),좀비고등학교,AWESOMEPIECE,아케이드
24,25,(-1),가디언 테일즈,Kakao Games Corp.,롤플레잉
25,26,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
26,27,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
27,28,(-3),일루전 커넥트,ChangYou,롤플레잉
28,29,(+6),리니지2 레볼루션,Netmarble,롤플레잉
29,30,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
30,31,(+6),A3: 스틸얼라이브,Netmarble,롤플레잉
31,32,(-2),R2M,Webzen Inc.,롤플레잉
32,33,(-2),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
33,34,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
34,35,(+3),데스티니 차일드 : 디펜스 워,THUMBAGE,전략
35,36,(NEW),페이트 그랜드 오더,Netmarble,롤플레잉
36,37,(-5),S.O.S : 스테이트 오브 서바이벌,KingsGroup Holdings,전략
37,38,(+1),제5인격,X.D. Global,어드벤처
38,39,(-5),마구마구 2020,Netmarble,스포츠
39,40,(NEW),블레이드&소울 레볼루션,Netmarble,롤플레잉
0,1,(-),세븐나이츠2,Netmarble,롤플레잉
1,2,(-),미르4,"Wemade Co., Ltd",롤플레잉
2,3,(+1),바람의나라 연,NEXON Company,롤플레잉
3,4,(-1),리니지M,NCSOFT Corporation,롤플레잉
4,5,(-),ROBLOX,Roblox Corporation,어드벤처
5,6,(+3),메이플스토리M,NEXON Company,롤플레잉
6,7,(-1),리니지2M,NCSOFT Corporation,롤플레잉
7,8,(+6),브롤스타즈,Supercell,액션
8,9,(-1),원신,miHoYo Limited,어드벤처
9,10,(+2),카트라이더 러쉬플러스,NEXON Company,자동차 경주
10,11,(+6),피파 모바일,NEXON Company,스포츠
11,12,(-1),V4,NEXON Company,롤플레잉
12,13,(-),포켓몬고,"Niantic, Inc.",어드벤처
13,14,(+5),검은사막 모바일,PEARL ABYSS,롤플레잉
14,15,(+3),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
15,16,(-1),전략적 팀 전투,"Riot Games, Inc",전략
16,17,(-1),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
17,18,(+4),슬램덩크,DeNA HONG KONG LIMITED,스포츠
18,19,(+1),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
19,20,(-13),마술양품점,Smilegate Megaport,캐주얼 게임
20,21,(+3),좀비고등학교,AWESOMEPIECE,아케이드
21,22,(+1),AFK 아레나,Lilith Games,롤플레잉
22,23,(+3),배틀그라운드 모바일,PUBG CORPORATION,액션
23,24,(+3),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
24,25,(-),가디언 테일즈,Kakao Games Corp.,롤플레잉
25,26,(-5),세븐나이츠,Netmarble,롤플레잉
26,27,(+1),일루전 커넥트,ChangYou,롤플레잉
27,28,(+12),블레이드&소울 레볼루션,Netmarble,롤플레잉
28,29,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
29,30,(+2),R2M,Webzen Inc.,롤플레잉
30,31,(-2),리니지2 레볼루션,Netmarble,롤플레잉
31,32,(+2),달빛조각사,Kakao Games Corp.,롤플레잉
32,33,(+2),데스티니 차일드 : 디펜스 워,THUMBAGE,전략
33,34,(-1),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
34,35,(-4),A3: 스틸얼라이브,Netmarble,롤플레잉
35,36,(+2),제5인격,X.D. Global,어드벤처
36,37,(NEW),찐삼국,ICEBIRD GAMES,롤플레잉
37,38,(NEW),모두의마블,Netmarble,보드
38,39,(-2),S.O.S : 스테이트 오브 서바이벌,KingsGroup Holdings,전략
39,40,(NEW),스카이랜더스 링 오브 히어로즈,Com2uS,롤플레잉
0,1,(-),세븐나이츠2,Netmarble,롤플레잉
1,2,(-),미르4,"Wemade Co., Ltd",롤플레잉
2,3,(-),바람의나라 연,NEXON Company,롤플레잉
3,4,(+1),ROBLOX,Roblox Corporation,어드벤처
4,5,(+1),메이플스토리M,NEXON Company,롤플레잉
5,6,(-2),리니지M,NCSOFT Corporation,롤플레잉
6,7,(+1),브롤스타즈,Supercell,액션
7,8,(+1),원신,miHoYo Limited,어드벤처
8,9,(-2),리니지2M,NCSOFT Corporation,롤플레잉
9,10,(NEW),블리치: 만해의 길,DAMO NETWORK LIMITED,롤플레잉
10,11,(-1),카트라이더 러쉬플러스,NEXON Company,자동차 경주
11,12,(-1),피파 모바일,NEXON Company,스포츠
12,13,(-),포켓몬고,"Niantic, Inc.",어드벤처
13,14,(-2),V4,NEXON Company,롤플레잉
14,15,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
15,16,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
16,17,(-1),전략적 팀 전투,"Riot Games, Inc",전략
17,18,(-),슬램덩크,DeNA HONG KONG LIMITED,스포츠
18,19,(-2),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
19,20,(-1),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
20,21,(-),좀비고등학교,AWESOMEPIECE,아케이드
21,22,(-),AFK 아레나,Lilith Games,롤플레잉
22,23,(+5),블레이드&소울 레볼루션,Netmarble,롤플레잉
23,24,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
24,25,(+2),일루전 커넥트,ChangYou,롤플레잉
25,26,(-1),가디언 테일즈,Kakao Games Corp.,롤플레잉
26,27,(-3),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
27,28,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
28,29,(+5),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
29,30,(+1),리니지2 레볼루션,Netmarble,롤플레잉
30,31,(+4),A3: 스틸얼라이브,Netmarble,롤플레잉
31,32,(-),달빛조각사,Kakao Games Corp.,롤플레잉
32,33,(-3),R2M,Webzen Inc.,롤플레잉
33,34,(-8),세븐나이츠,Netmarble,롤플레잉
34,35,(-15),마술양품점,Smilegate Megaport,캐주얼 게임
35,36,(+1),찐삼국,ICEBIRD GAMES,롤플레잉
36,37,(+1),모두의마블,Netmarble,보드
37,38,(-2),제5인격,X.D. Global,어드벤처
38,39,(-6),데스티니 차일드 : 디펜스 워,THUMBAGE,전략
39,40,(NEW),라스트오리진,smart joy,롤플레잉
0,1,(-),세븐나이츠2,Netmarble,롤플레잉
1,2,(+1),바람의나라 연,NEXON Company,롤플레잉
2,3,(-1),미르4,"Wemade Co., Ltd",롤플레잉
3,4,(-),ROBLOX,Roblox Corporation,어드벤처
4,5,(-),메이플스토리M,NEXON Company,롤플레잉
5,6,(-),리니지M,NCSOFT Corporation,롤플레잉
6,7,(-),브롤스타즈,Supercell,액션
7,8,(-),원신,miHoYo Limited,어드벤처
8,9,(-),리니지2M,NCSOFT Corporation,롤플레잉
9,10,(-),블리치: 만해의 길,DAMO NETWORK LIMITED,롤플레잉
10,11,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
11,12,(-),피파 모바일,NEXON Company,스포츠
12,13,(-),포켓몬고,"Niantic, Inc.",어드벤처
13,14,(-),V4,NEXON Company,롤플레잉
14,15,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
15,16,(+2),슬램덩크,DeNA HONG KONG LIMITED,스포츠
16,17,(-),전략적 팀 전투,"Riot Games, Inc",전략
17,18,(-2),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
18,19,(-),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
19,20,(+1),좀비고등학교,AWESOMEPIECE,아케이드
20,21,(+1),AFK 아레나,Lilith Games,롤플레잉
21,22,(-2),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
22,23,(-),블레이드&소울 레볼루션,Netmarble,롤플레잉
23,24,(+3),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
24,25,(+4),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
25,26,(-),가디언 테일즈,Kakao Games Corp.,롤플레잉
26,27,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
27,28,(+3),A3: 스틸얼라이브,Netmarble,롤플레잉
28,29,(+3),달빛조각사,Kakao Games Corp.,롤플레잉
29,30,(+7),모두의마블,Netmarble,보드
30,31,(-1),리니지2 레볼루션,Netmarble,롤플레잉
31,32,(-8),배틀그라운드 모바일,PUBG CORPORATION,액션
32,33,(-),R2M,Webzen Inc.,롤플레잉
33,34,(+2),찐삼국,ICEBIRD GAMES,롤플레잉
34,35,(-1),세븐나이츠,Netmarble,롤플레잉
35,36,(NEW),스카이랜더스 링 오브 히어로즈,Com2uS,롤플레잉
36,37,(+1),제5인격,X.D. Global,어드벤처
37,38,(+2),라스트오리진,smart joy,롤플레잉
38,39,(-4),마술양품점,Smilegate Megaport,캐주얼 게임
39,40,(NEW),명일방주,Yostar Limited.,전략
0,1,(-),세븐나이츠2,Netmarble,롤플레잉
1,2,(-),바람의나라 연,NEXON Company,롤플레잉
2,3,(+1),ROBLOX,Roblox Corporation,어드벤처
3,4,(-1),미르4,"Wemade Co., Ltd",롤플레잉
4,5,(-),메이플스토리M,NEXON Company,롤플레잉
5,6,(+1),브롤스타즈,Supercell,액션
6,7,(+1),원신,miHoYo Limited,어드벤처
7,8,(-2),리니지M,NCSOFT Corporation,롤플레잉
8,9,(+1),블리치: 만해의 길,DAMO NETWORK LIMITED,롤플레잉
9,10,(-1),리니지2M,NCSOFT Corporation,롤플레잉
10,11,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
11,12,(-),피파 모바일,NEXON Company,스포츠
12,13,(+2),검은사막 모바일,PEARL ABYSS,롤플레잉
13,14,(-1),포켓몬고,"Niantic, Inc.",어드벤처
14,15,(-1),V4,NEXON Company,롤플레잉
15,16,(+1),전략적 팀 전투,"Riot Games, Inc",전략
16,17,(-1),슬램덩크,DeNA HONG KONG LIMITED,스포츠
17,18,(+1),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
18,19,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
19,20,(-),좀비고등학교,AWESOMEPIECE,아케이드
20,21,(-),AFK 아레나,Lilith Games,롤플레잉
21,22,(NEW),페이트 그랜드 오더,Netmarble,롤플레잉
22,23,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
23,24,(-1),블레이드&소울 레볼루션,Netmarble,롤플레잉
24,25,(-3),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
25,26,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
26,27,(-2),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
27,28,(-2),가디언 테일즈,Kakao Games Corp.,롤플레잉
28,29,(+3),배틀그라운드 모바일,PUBG CORPORATION,액션
29,30,(-),모두의마블,Netmarble,보드
30,31,(-2),달빛조각사,Kakao Games Corp.,롤플레잉
31,32,(+1),R2M,Webzen Inc.,롤플레잉
32,33,(-5),A3: 스틸얼라이브,Netmarble,롤플레잉
33,34,(-3),리니지2 레볼루션,Netmarble,롤플레잉
34,35,(-1),찐삼국,ICEBIRD GAMES,롤플레잉
35,36,(+1),제5인격,X.D. Global,어드벤처
36,37,(-2),세븐나이츠,Netmarble,롤플레잉
37,38,(+2),명일방주,Yostar Limited.,전략
38,39,(-1),라스트오리진,smart joy,롤플레잉
39,40,(NEW),라이프애프터,X.D. Global,어드벤처
0,1,(-),세븐나이츠2,Netmarble,롤플레잉
1,2,(+1),ROBLOX,Roblox Corporation,어드벤처
2,3,(-1),바람의나라 연,NEXON Company,롤플레잉
3,4,(+4),리니지M,NCSOFT Corporation,롤플레잉
4,5,(-1),미르4,"Wemade Co., Ltd",롤플레잉
5,6,(-1),메이플스토리M,NEXON Company,롤플레잉
6,7,(-),원신,miHoYo Limited,어드벤처
7,8,(-2),브롤스타즈,Supercell,액션
8,9,(-),블리치: 만해의 길,DAMO NETWORK LIMITED,롤플레잉
9,10,(-),리니지2M,NCSOFT Corporation,롤플레잉
10,11,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
11,12,(+10),페이트 그랜드 오더,Netmarble,롤플레잉
12,13,(-1),피파 모바일,NEXON Company,스포츠
13,14,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
14,15,(-1),포켓몬고,"Niantic, Inc.",어드벤처
15,16,(-1),V4,NEXON Company,롤플레잉
16,17,(+2),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
17,18,(-2),전략적 팀 전투,"Riot Games, Inc",전략
18,19,(-2),슬램덩크,DeNA HONG KONG LIMITED,스포츠
19,20,(-2),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
20,21,(NEW),아일랜드M,Gamepub,액션
21,22,(-2),좀비고등학교,AWESOMEPIECE,아케이드
22,23,(-2),AFK 아레나,Lilith Games,롤플레잉
23,24,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
24,25,(+4),배틀그라운드 모바일,PUBG CORPORATION,액션
25,26,(+1),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
26,27,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
27,28,(-3),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
28,29,(-1),가디언 테일즈,Kakao Games Corp.,롤플레잉
29,30,(-),모두의마블,Netmarble,보드
30,31,(-),달빛조각사,Kakao Games Corp.,롤플레잉
31,32,(+1),A3: 스틸얼라이브,Netmarble,롤플레잉
32,33,(-9),블레이드&소울 레볼루션,Netmarble,롤플레잉
33,34,(+4),명일방주,Yostar Limited.,전략
34,35,(-3),R2M,Webzen Inc.,롤플레잉
35,36,(-),제5인격,X.D. Global,어드벤처
36,37,(-3),리니지2 레볼루션,Netmarble,롤플레잉
37,38,(+1),라스트오리진,smart joy,롤플레잉
38,39,(+1),라이프애프터,X.D. Global,어드벤처
39,40,(NEW),기적의 검,4399 KOREA,롤플레잉
0,1,(-),세븐나이츠2,Netmarble,롤플레잉
1,2,(-),ROBLOX,Roblox Corporation,어드벤처
2,3,(+1),리니지M,NCSOFT Corporation,롤플레잉
3,4,(-1),바람의나라 연,NEXON Company,롤플레잉
4,5,(NEW),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
5,6,(-),메이플스토리M,NEXON Company,롤플레잉
6,7,(-2),미르4,"Wemade Co., Ltd",롤플레잉
7,8,(-1),원신,miHoYo Limited,어드벤처
8,9,(+1),리니지2M,NCSOFT Corporation,롤플레잉
9,10,(-2),브롤스타즈,Supercell,액션
10,11,(+1),페이트 그랜드 오더,Netmarble,롤플레잉
11,12,(-1),카트라이더 러쉬플러스,NEXON Company,자동차 경주
12,13,(+5),전략적 팀 전투,"Riot Games, Inc",전략
13,14,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
14,15,(-),포켓몬고,"Niantic, Inc.",어드벤처
15,16,(-7),블리치: 만해의 길,DAMO NETWORK LIMITED,롤플레잉
16,17,(-1),V4,NEXON Company,롤플레잉
17,18,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
18,19,(+2),아일랜드M,Gamepub,액션
19,20,(-7),피파 모바일,NEXON Company,스포츠
20,21,(-2),슬램덩크,DeNA HONG KONG LIMITED,스포츠
21,22,(-2),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
22,23,(-1),좀비고등학교,AWESOMEPIECE,아케이드
23,24,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
24,25,(-2),AFK 아레나,Lilith Games,롤플레잉
25,26,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
26,27,(-),라이즈 오브 킹덤즈,Lilith Games,전략
27,28,(-2),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
28,29,(-1),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
29,30,(-1),가디언 테일즈,Kakao Games Corp.,롤플레잉
30,31,(-),달빛조각사,Kakao Games Corp.,롤플레잉
31,32,(-2),모두의마블,Netmarble,보드
32,33,(+1),명일방주,Yostar Limited.,전략
33,34,(-2),A3: 스틸얼라이브,Netmarble,롤플레잉
34,35,(+2),리니지2 레볼루션,Netmarble,롤플레잉
35,36,(-1),R2M,Webzen Inc.,롤플레잉
36,37,(-1),제5인격,X.D. Global,어드벤처
37,38,(NEW),검은강호2: 이터널 소울,9SplayDeveloper,롤플레잉
38,39,(-1),라스트오리진,smart joy,롤플레잉
39,40,(-),기적의 검,4399 KOREA,롤플레잉
0,1,(NEW),그랑사가,NPIXEL,롤플레잉
1,2,(+3),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
2,3,(-),리니지M,NCSOFT Corporation,롤플레잉
3,4,(-3),세븐나이츠2,Netmarble,롤플레잉
4,5,(-3),ROBLOX,Roblox Corporation,어드벤처
5,6,(-2),바람의나라 연,NEXON Company,롤플레잉
6,7,(-1),메이플스토리M,NEXON Company,롤플레잉
7,8,(-),원신,miHoYo Limited,어드벤처
8,9,(-2),미르4,"Wemade Co., Ltd",롤플레잉
9,10,(-1),리니지2M,NCSOFT Corporation,롤플레잉
10,11,(-1),브롤스타즈,Supercell,액션
11,12,(-1),페이트 그랜드 오더,Netmarble,롤플레잉
12,13,(-),전략적 팀 전투,"Riot Games, Inc",전략
13,14,(-2),카트라이더 러쉬플러스,NEXON Company,자동차 경주
14,15,(-),포켓몬고,"Niantic, Inc.",어드벤처
15,16,(+3),아일랜드M,Gamepub,액션
16,17,(-),V4,NEXON Company,롤플레잉
17,18,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
18,19,(-5),검은사막 모바일,PEARL ABYSS,롤플레잉
19,20,(-),피파 모바일,NEXON Company,스포츠
20,21,(-5),블리치: 만해의 길,DAMO NETWORK LIMITED,롤플레잉
21,22,(-1),슬램덩크,DeNA HONG KONG LIMITED,스포츠
22,23,(-1),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
23,24,(-1),좀비고등학교,AWESOMEPIECE,아케이드
24,25,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
25,26,(-2),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
26,27,(-2),AFK 아레나,Lilith Games,롤플레잉
27,28,(NEW),아이러브니키,Kakao Games Corp.,시뮬레이션
28,29,(-2),라이즈 오브 킹덤즈,Lilith Games,전략
29,30,(+4),A3: 스틸얼라이브,Netmarble,롤플레잉
30,31,(-3),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
31,32,(+6),검은강호2: 이터널 소울,9SplayDeveloper,롤플레잉
32,33,(-2),달빛조각사,Kakao Games Corp.,롤플레잉
33,34,(-5),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
34,35,(+1),R2M,Webzen Inc.,롤플레잉
35,36,(-4),모두의마블,Netmarble,보드
36,37,(-7),가디언 테일즈,Kakao Games Corp.,롤플레잉
37,38,(-5),명일방주,Yostar Limited.,전략
38,39,(-4),리니지2 레볼루션,Netmarble,롤플레잉
39,40,(-3),제5인격,X.D. Global,어드벤처
0,1,(-),그랑사가,NPIXEL,롤플레잉
1,2,(-),쿠키런: 킹덤,Devsisters Corporation,롤플레잉
2,3,(-),리니지M,NCSOFT Corporation,롤플레잉
3,4,(-),세븐나이츠2,Netmarble,롤플레잉
4,5,(-),ROBLOX,Roblox Corporation,어드벤처
5,6,(-),바람의나라 연,NEXON Company,롤플레잉
6,7,(-),메이플스토리M,NEXON Company,롤플레잉
7,8,(-),원신,miHoYo Limited,어드벤처
8,9,(-),미르4,"Wemade Co., Ltd",롤플레잉
9,10,(-),리니지2M,NCSOFT Corporation,롤플레잉
10,11,(-),브롤스타즈,Supercell,액션
11,12,(+1),전략적 팀 전투,"Riot Games, Inc",전략
12,13,(-1),페이트 그랜드 오더,Netmarble,롤플레잉
13,14,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
14,15,(+1),아일랜드M,Gamepub,액션
15,16,(-1),포켓몬고,"Niantic, Inc.",어드벤처
16,17,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
17,18,(-1),V4,NEXON Company,롤플레잉
18,19,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
19,20,(+2),슬램덩크,DeNA HONG KONG LIMITED,스포츠
20,21,(-),블리치: 만해의 길,DAMO NETWORK LIMITED,롤플레잉
21,22,(+2),좀비고등학교,AWESOMEPIECE,아케이드
22,23,(-3),피파 모바일,NEXON Company,스포츠
23,24,(NEW),소울워커 아카데미아,YJM Games,롤플레잉
24,25,(-2),리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략
25,26,(+4),A3: 스틸얼라이브,Netmarble,롤플레잉
26,27,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
27,28,(-2),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
28,29,(-2),AFK 아레나,Lilith Games,롤플레잉
29,30,(-2),아이러브니키,Kakao Games Corp.,시뮬레이션
30,31,(+5),모두의마블,Netmarble,보드
31,32,(-3),라이즈 오브 킹덤즈,Lilith Games,전략
32,33,(NEW),카운터사이드,NEXON Company,롤플레잉
33,34,(-3),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
34,35,(-3),검은강호2: 이터널 소울,9SplayDeveloper,롤플레잉
35,36,(-1),R2M,Webzen Inc.,롤플레잉
36,37,(+2),리니지2 레볼루션,Netmarble,롤플레잉
37,38,(-4),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
38,39,(NEW),기적의 검,4399 KOREA,롤플레잉
39,40,(-7),달빛조각사,Kakao Games Corp.,롤플레잉
