,rank,change,name,service,genre
0,1,(-),블레이드&소울 레볼루션,Netmarble,롤플레잉
1,2,(-),리니지M,NCSOFT Corporation,롤플레잉
2,3,(-),브롤스타즈,Supercell,액션
3,4,(+2),오크: 전쟁의 서막,EFUN COMPANY,롤플레잉
4,5,(-1),리니지2 레볼루션,Netmarble Games,롤플레잉
5,6,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
6,7,(+5),포켓몬고,"NIANTIC, INC.",어드벤처
7,8,(-1),버닝: 매지컬소드,EYOUGAME INC.,롤플레잉
8,9,(-1),에픽세븐,SMILEGATE MEGAPORT,롤플레잉
9,10,(-),제5인격,X.D. GLOBAL,어드벤처
10,11,(-),프렌즈레이싱,KAKAO GAMES CORP.,자동차 경주
11,12,(+1),메이플스토리M,NEXON COMPANY,롤플레잉
12,13,(+1),모두의마블 for kakao,Netmarble,보드
13,14,(+1),세븐나이츠 for kakao,Netmarble,롤플레잉
14,15,(+3),냥코 대전쟁,PONOS Corporation,캐주얼 게임
15,16,(new),얼티밋 스쿨,X.D. GLOBAL,어드벤처
16,17,(-1),클래시 로얄,SUPERCELL,전략
17,18,(-9),다크에덴M,ENTERMATE,롤플레잉
18,19,(-),소녀전선,LONGCHENG LTD.,롤플레잉
19,20,(+2),라그나로크M: 영원한 사랑,LONGCHENG LTD.,롤플레잉
20,21,(+2),좀비고등학교,AWESOMEPIECE,아케이드
21,22,(+2),클래시 오브 클랜,SUPERCELL,전략
22,23,(-6),킹스레이드,VESPA INC.,롤플레잉
23,24,(-4),검은사막 모바일,PEARL ABYSS,롤플레잉
24,25,(-),마블 퓨처파이트,NETMARBLE GAMES,롤플레잉
25,26,(+4),서머너즈 워: 천공의 아레나,COM2US,롤플레잉
26,27,(-1),원피스 트레저 크루즈,BANDAI NAMCO ENTERTAINMENT INC.,롤플레잉
27,28,(+3),붕괴3rd,MIHOYO LIMITED,액션
28,29,(-1),포트리스M,APROGEN HEALTHCARE & GAMES INC.,액션
29,30,(new),아이러브니키 for kakao,KAKAO GAMES CORP.,시뮬레이션
30,31,(new),페이트 그랜드 오더,NETMARBLE GAMES,롤플레잉
31,32,(-11),외모지상주의,KAKAO GAMES CORP.,롤플레잉
0,1,(+1),리니지M,NCSOFT Corporation,롤플레잉
1,2,(-1),블레이드&소울 레볼루션,NETMARBLE,롤플레잉
2,3,(-),브롤스타즈,Supercell,액션
3,4,(+1),리니지2 레볼루션,Netmarble Games,롤플레잉
4,5,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
5,6,(+2),버닝: 매지컬소드,EYOUGAME INC.,롤플레잉
6,7,(+2),에픽세븐,SMILEGATE MEGAPORT,롤플레잉
7,8,(+2),제5인격,X.D. GLOBAL,어드벤처
8,9,(+3),메이플스토리M,NEXON COMPANY,롤플레잉
9,10,(+6),얼티밋 스쿨,X.D. GLOBAL,어드벤처
10,11,(+2),모두의마블 for kakao,Netmarble,보드
11,12,(-1),프렌즈레이싱,KAKAO GAMES CORP.,자동차경주
12,13,(+1),세븐나이츠 for kakao,Netmarble,롤플레잉
13,14,(-7),포켓몬고,"NIANTIC, INC.",어드벤처
14,15,(-),냥코 대전쟁,PONOS Corporation,캐주얼 게임
15,16,(-12),오크: 전쟁의 서막,EFUN COMPANY,롤플레잉
16,17,(-),클래시 로얄,SUPERCELL,전략
17,18,(+2),라그나로크M: 영원한 사랑,LONGCHENG LTD.,롤플레잉
18,19,(+2),좀비고등학교,AWESOMEPIECE,아케이드
19,20,(-1),소녀전선,LONGCHENG LTD.,롤플레잉
20,21,(new),레이븐,NETMARBLE GAMES,롤플레잉
21,22,(+3),마블 퓨처파이트,NETMARBLE GAMES,롤플레잉
22,23,(-5),다크에덴M,ENTERMATE,롤플레잉
23,24,(-2),클래시 오브 클랜,SUPERCELL,전략
24,25,(new),헬릭스 왈츠,NETMARBLE GAMES,롤플레잉
25,26,(-3),킹스레이드,VESPA INC.,롤플레잉
26,27,(-3),검은사막 모바일,PEARL ABYSS,롤플레잉
27,28,(-2),서머너즈 워: 천공의 아레나,COM2US,롤플레잉
28,29,(-2),원피스 트레저 크루즈,BANDAI NAMCO ENTERTAINMENT INC.,롤플레잉
29,30,(-2),붕괴3rd,MIHOYO LIMITED,액션
30,31,(-1),아이러브니키 for kakao,KAKAO GAMES CORP.,시뮬레이션
31,32,(-),외모지상주의,KAKAO GAMES CORP.,롤플레잉
0,1,(-),리니지M,NCSOFT Corporation,롤플레잉
1,2,(new),스피릿위시,NEXON Company,롤플레잉
2,3,(-1),블레이드&소울 레볼루션,NETMARBLE,롤플레잉
3,4,(-1),브롤스타즈,Supercell,액션
4,5,(-1),리니지2 레볼루션,Netmarble Games,롤플레잉
5,6,(new),헌드레드 소울,HOUND 13,롤플레잉
6,7,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
7,8,(-1),에픽세븐,SMILEGATE MEGAPORT,롤플레잉
8,9,(-1),제5인격,X.D. GLOBAL,어드벤처
9,10,(-),얼티밋 스쿨,X.D. GLOBAL,어드벤처
10,11,(-),모두의마블 for kakao,Netmarble,보드
11,12,(-3),메이플스토리M,NEXON COMPANY,롤플레잉
12,13,(+1),포켓몬고,"NIANTIC, INC.",어드벤처
13,14,(-2),프렌즈레이싱,KAKAO GAMES CORP.,자동차경주
14,15,(-),냥코 대전쟁,PONOS Corporation,캐주얼 게임
15,16,(-3),세븐나이츠 for kakao,Netmarble,롤플레잉
16,17,(-1),오크: 전쟁의 서막,EFUN COMPANY,롤플레잉
17,18,(+3),레이븐,NETMARBLE GAMES,롤플레잉
18,19,(new),헬릭스 왈츠,uBeeJoy,시뮬레이션
19,20,(-1),좀비고등학교,AWESOMEPIECE,아케이드
20,21,(-4),클래시 로얄,SUPERCELL,전략
21,22,(-),마블 퓨처파이트,NETMARBLE GAMES,롤플레잉
0,1,(-),리니지M,NCSOFT Corporation,롤플레잉
1,2,(-),스피릿위시,NEXON Company,롤플레잉
2,3,(-),블레이드&소울 레볼루션,NETMARBLE,롤플레잉
3,4,(-),브롤스타즈,Supercell,액션
4,5,(+1),헌드레드 소울,HOUND 13,롤플레잉
5,6,(new),라스트오리진,SmartJoy,롤플레잉
6,7,(-2),리니지2 레볼루션,PUBG CORPORATION,액션
7,8,(-),에픽세븐,SMILEGATE MEGAPORT,롤플레잉
8,9,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
9,10,(-1),제5인격,X.D. Global,어드벤처
10,11,(new),히어로칸타레 with NAVER WEBTOON,"NGEL GAMES Co.,Ltd.",롤플레잉
11,12,(-2),얼티밋 스쿨,X.D. GLOBAL,어드벤처
12,13,(-),포켓몬고,"NIANTIC, INC.",어드벤처
13,14,(-2),메이플스토리M,NEXON Company,롤플레잉
14,15,(-1),프렌즈레이싱,KAKAO GAMES CORP.,자동차경주
15,16,(-5),모두의마블 for kakao,Netmarble,보드
16,17,(-1),세븐나이츠 for kakao,Netmarble Games,롤플레잉
17,18,(-3),냥코 대전쟁,PONOS,캐주얼 게임
18,19,(-),헬릭스 왈츠,uBeeJoy,시뮬레이션
19,20,(new),아리엘,Eyougame Inc.,롤플레잉
20,21,(-3),레이븐,Netmarble Games,롤플레잉
21,22,(-5),오크: 전쟁의 서막,EFUN COMPANY,롤플레잉
22,23,(-2),좀비고등학교,AWESOMEPIECE,아케이드
23,24,(new),소녀전선,Longcheng Ltd.,롤플레잉
24,25,(-4),클래시 로얄,SUPERCELL,전략
25,26,(new),라그나로크M: 영원한 사랑,"GRAVITY Co., Ltd.",롤플레잉
26,27,(-5),마블 퓨처파이트,NETMARBLE GAMES,롤플레잉
27,28,(-4),검은사막 모바일,PEARL ABYSS,롤플레잉
28,29,(-6),클래시 오브 클랜,SUPERCELL,전략
29,30,(+2),포트리스M,APROGEN HEALTHCARE & GAMES INC.,액션
0,1,(-),리니지M,NCSOFT Corporation,롤플레잉
1,2,(-),스피릿위시,NEXON Company,롤플레잉
2,3,(-),블레이드&소울 레볼루션,NETMARBLE,롤플레잉
3,4,(-),브롤스타즈,Supercell,액션
4,5,(-),헌드레드 소울,HOUND 13,롤플레잉
5,6,(-),라스트오리진,SmartJoy,롤플레잉
6,7,(+15),오크: 전쟁의 서막,EFUN COMPANY,롤플레잉
7,8,(-1),리니지2 레볼루션,NETMARBLE GAMES,롤플레잉
8,9,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
9,10,(+1),히어로칸타레 with NAVER WEBTOON,"NGEL GAMES CO.,LTD.",롤플레잉
10,11,(-3),에픽세븐,SMILEGATE MEGAPORT,롤플레잉
11,12,(-2),제5인격,X.D. GLOBAL,어드벤처
12,13,(-1),얼티밋 스쿨,X.D. GLOBAL,어드벤처
13,14,(-1),포켓몬고,"NIANTIC, INC.",어드벤처
14,15,(+5),아리엘,Eyougame Inc.,롤플레잉
15,16,(-1),프렌즈레이싱,KAKAO GAMES CORP.,자동차경주
16,17,(-3),메이플스토리M,NEXON COMPANY,롤플레잉
17,18,(+1),헬릭스 왈츠,uBeeJoy,시뮬레이션
18,19,(-3),모두의마블 for kakao,ETMARBLE GAMES,보드
19,20,(-3),세븐나이츠 for kakao,Netmarble Games,롤플레잉
20,21,(-3),냥코 대전쟁,PONOS,캐주얼 게임
21,22,(new),페이트 그랜드 오더,NETMARBLE GAMES,롤플레잉
22,23,(-2),레이븐,Netmarble Games,롤플레잉
23,24,(-1),좀비고등학교,AWESOMEPIECE,아케이드
24,25,(-),클래시 로얄,SUPERCELL,전략
25,26,(-2),소녀전선,LONGCHENG LTD.,롤플레잉
26,27,(-1),라그나로크M: 영원한 사랑,"GRAVITY CO., LTD.",롤플레잉
27,28,(-1),마블 퓨처파이트,NETMARBLE GAMES,롤플레잉
0,1,(+1),스피릿위시,NEXON Company,롤플레잉
1,2,(-1),리니지M,NCSOFT CORPORATION,롤플레잉
2,3,(+1),브롤스타즈,Supercell,액션
3,4,(-1),블레이드&소울 레볼루션,NETMARBLE,롤플레잉
4,5,(-),헌드레드 소울,HOUND 13,롤플레잉
5,6,(-),라스트오리진,SmartJoy,롤플레잉
6,7,(+3),히어로칸타레 with NAVER WEBTOON,"NGEL GAMES CO.,LTD.",롤플레잉
7,8,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
8,9,(-1),리니지2 레볼루션,NETMARBLE GAMES,롤플레잉
9,10,(-3),오크: 전쟁의 서막,EFUN COMPANY,롤플레잉
10,11,(+1),제5인격,X.D. GLOBAL,어드벤처
11,12,(-1),에픽세븐,SMILEGATE MEGAPORT,롤플레잉
12,13,(+2),아리엘,Eyougame Inc.,롤플레잉
13,14,(+3),메이플스토리M,NEXON COMPANY,롤플레잉
14,15,(-1),포켓몬고,"NIANTIC, INC.",어드벤처
15,16,(-),프렌즈레이싱,KAKAO GAMES CORP.,자동차경주
16,17,(+2),모두의마블 for kakao,ETMARBLE GAMES,보드
17,18,(+3),냥코 대전쟁,PONOS,캐주얼 게임
18,19,(+8),라그나로크M: 영원한 사랑,"GRAVITY CO., LTD.",롤플레잉
19,20,(+4),좀비고등학교,AWESOMEPIECE,아케이드
20,21,(-3),헬릭스 왈츠,UBEEJOY,시뮬레이션
21,22,(-2),세븐나이츠 for kakao,NETMARBLE GAMES,롤플레잉
22,23,(+3),소녀전선,LONGCHENG LTD.,롤플레잉
23,24,(+1),클래시 로얄,SUPERCELL,전략
24,25,(new),아이러브니키 for kakao,KAKAO GAMES CORP.,시뮬레이션
25,26,(-4),페이트 그랜드 오더,NETMARBLE GAMES,롤플레잉
26,27,(new),포트리스M,APROGEN HEALTHCARE & GAMES INC.,액션
27,28,(new),붕괴3rd,MIHOYO LIMITED,액션
0,1,(+1),리니지M,NCSOFT CORPORATION,롤플레잉
1,2,(+1),브롤스타즈,Supercell,액션
2,3,(+3),라스트오리진,SmartJoy,롤플레잉
3,4,(-),블레이드&소울 레볼루션,NETMARBLE,롤플레잉
4,5,(-4),스피릿위시,NEXON COMPANY,롤플레잉
5,6,(+2),배틀그라운드 모바일,PUBG CORPORATION,액션
6,7,(-2),헌드레드 소울,HOUND 13,롤플레잉
7,8,(-1),히어로칸타레 with NAVER WEBTOON,"NGEL GAMES CO.,LTD.",롤플레잉
8,9,(-),리니지2 레볼루션,NETMARBLE GAMES,롤플레잉
9,10,(-),오크: 전쟁의 서막,EFUN COMPANY,롤플레잉
10,11,(-),제5인격,X.D. GLOBAL,어드벤처
11,12,(-),에픽세븐,SMILEGATE MEGAPORT,롤플레잉
12,13,(+1),메이플스토리M,NEXON COMPANY,롤플레잉
13,14,(+1),포켓몬고,"NIANTIC, INC.",어드벤처
14,15,(+2),모두의마블 for kakao,ETMARBLE GAMES,보드
15,16,(-),프렌즈레이싱,KAKAO GAMES CORP.,자동차경주
16,17,(+1),냥코 대전쟁,PONOS,캐주얼 게임
17,18,(-5),아리엘,EYOUGAME INC.,롤플레잉
18,19,(-),라그나로크M: 영원한 사랑,"GRAVITY CO., LTD.",롤플레잉
19,20,(-),좀비고등학교,AWESOMEPIECE,아케이드
20,21,(+2),소녀전선,LONGCHENG LTD.,롤플레잉
21,22,(-),세븐나이츠 for kakao,NETMARBLE GAMES,롤플레잉
22,23,(+1),클래시 로얄,SUPERCELL,전략
23,24,(+1),아이러브니키 for kakao,KAKAO GAMES CORP.,시뮬레이션
24,25,(+3),붕괴3rd,MIHOYO LIMITED,액션
25,26,(-),페이트 그랜드 오더,NETMARBLE GAMES,롤플레잉
26,27,(new),검은사막 모바일,PEARL ABYSS,롤플레잉
27,28,(-1),포트리스M,APROGEN HEALTHCARE & GAMES INC.,액션
28,29,(-8),헬릭스 왈츠,UBEEJOY,시뮬레이션
29,30,(new),클래시 오브 클랜,SUPERCELL,전략
30,31,(new),킹스레이드,VESPA INC.,롤플레잉
31,32,(new),원피스 트레저 크루즈,BANDAI NAMCO ENTERTAINMENT INC.,롤플레잉
0,1,(-),리니지M,NCSOFT CORPORATION,롤플레잉
1,2,(-),브롤스타즈,Supercell,액션
2,3,(+3),배틀그라운드 모바일,PUBG CORPORATION,액션
3,4,(-),블레이드&소울 레볼루션,NETMARBLE,롤플레잉
4,5,(-2),라스트오리진,SMARTJOY,롤플레잉
5,6,(-1),스피릿위시,NEXON COMPANY,롤플레잉
6,7,(-),헌드레드 소울,HOUND 13,롤플레잉
7,8,(+1),리니지2 레볼루션,NETMARBLE GAMES,롤플레잉
8,9,(+2),제5인격,X.D. GLOBAL,어드벤처
9,10,(-2),히어로칸타레 with NAVER WEBTOON,"NGEL GAMES CO.,LTD.",롤플레잉
10,11,(+1),에픽세븐,SMILEGATE MEGAPORT,롤플레잉
11,12,(+1),메이플스토리M,NEXON COMPANY,롤플레잉
12,13,(+1),포켓몬고,"NIANTIC, INC.",어드벤처
13,14,(+1),모두의마블 for kakao,ETMARBLE GAMES,보드
14,15,(+2),냥코 대전쟁,PONOS,캐주얼 게임
15,16,(-),프렌즈레이싱,KAKAO GAMES CORP.,자동차경주
16,17,(-7),오크: 전쟁의 서막,EFUN COMPANY,롤플레잉
17,18,(+1),라그나로크M: 영원한 사랑,"GRAVITY CO., LTD.",롤플레잉
18,19,(+1),좀비고등학교,AWESOMEPIECE,아케이드
19,20,(-2),아리엘,EYOUGAME INC.,롤플레잉
20,21,(-),소녀전선,LONGCHENG LTD.,롤플레잉
21,22,(+2),아이러브니키 for kakao,KAKAO GAMES CORP.,시뮬레이션
22,23,(-),클래시 로얄,SUPERCELL,전략
23,24,(-2),세븐나이츠 for kakao,NETMARBLE GAMES,롤플레잉
24,25,(+2),검은사막 모바일,PEARL ABYSS,롤플레잉
25,26,(-1),붕괴3rd,MIHOYO LIMITED,액션
26,27,(-1),페이트 그랜드 오더,NETMARBLE GAMES,롤플레잉
27,28,(new),쿠키런: 오븐브레이크,DEVSISTERS CORPORATION,아케이드
28,29,(new),마블 퓨처파이트,NETMARBLE GAMES,롤플레잉
29,30,(new),원피스 트레저 크루즈,BANDAI NAMCO ENTERTAINMENT INC.,롤플레잉
30,31,(-),킹스레이드,VESPA INC.,롤플레잉
0,1,(-),리니지M,NCSOFT CORPORATION,롤플레잉
1,2,(new),ROBLOX,Roblox Corporation,어드벤처
2,3,(-1),브롤스타즈,SUPERCELL,액션
3,4,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
4,5,(-1),블레이드&소울 레볼루션,NETMARBLE,롤플레잉
5,6,(-1),라스트오리진,SMARTJOY,롤플레잉
6,7,(-),헌드레드 소울,HOUND 13,롤플레잉
7,8,(-),리니지2 레볼루션,NETMARBLE GAMES,롤플레잉
8,9,(-3),스피릿위시,NEXON COMPANY,롤플레잉
9,10,(-1),제5인격,X.D. GLOBAL,어드벤처
10,11,(+2),포켓몬고,"NIANTIC, INC.",어드벤처
11,12,(-),메이플스토리M,NEXON COMPANY,롤플레잉
12,13,(-2),에픽세븐,SMILEGATE MEGAPORT,롤플레잉
13,14,(+1),냥코 대전쟁,PONOS,캐주얼 게임
14,15,(-1),모두의마블 for kakao,NETMARBLE GAMES,보드
15,16,(+1),오크: 전쟁의 서막,EFUN COMPANY,롤플레잉
16,17,(+8),검은사막 모바일,PEARL ABYSS,롤플레잉
17,18,(-),라그나로크M: 영원한 사랑,"GRAVITY CO., LTD.",롤플레잉
18,19,(-),좀비고등학교,AWESOMEPIECE,아케이드
19,20,(-4),프렌즈레이싱,KAKAO GAMES CORP.,자동차경주
20,21,(+1),아이러브니키 for kakao,KAKAO GAMES CORP.,시뮬레이션
21,22,(+2),세븐나이츠 for kakao,NETMARBLE GAMES,롤플레잉
22,23,(+2),소녀전선,LONGCHENG LTD.,롤플레잉
23,24,(-12),히어로칸타레 with NAVER WEBTOON,"NGEL GAMES CO.,LTD.",롤플레잉
24,25,(+6),킹스레이드,VESPA INC.,롤플레잉
25,26,(-6),아리엘,EYOUGAME INC.,롤플레잉
26,27,(-4),클래시 로얄,SUPERCELL,전략
27,28,(-2),붕괴3rd,MIHOYO LIMITED,액션
28,29,(+1),원피스 트레저 크루즈,BANDAI NAMCO ENTERTAINMENT INC.,롤플레잉
29,30,(-3),페이트 그랜드 오더,NETMARBLE GAMES.,롤플레잉
30,31,(-3),쿠키런: 오븐브레이크,DEVSISTERS CORPORATION,아케이드
0,1,(-),리니지M,NCSOFT CORPORATION,롤플레잉
1,2,(+1),브롤스타즈,SUPERCELL,액션
2,3,(-1),ROBLOX,Roblox Corporation,어드벤처
3,4,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
4,5,(-),블레이드&소울 레볼루션,NETMARBLE,롤플레잉
5,6,(-),라스트오리진,SMARTJOY,롤플레잉
6,7,(+1),리니지2 레볼루션,NETMARBLE GAMES,롤플레잉
7,8,(-1),헌드레드 소울,HOUND 13,롤플레잉
8,9,(+13),세븐나이츠 for kakao,NETMARBLE GAMES,롤플레잉
9,10,(-),제5인격,X.D. GLOBAL,어드벤처
10,11,(-2),스피릿위시,NEXON COMPANY,롤플레잉
11,12,(-1),포켓몬고,"NIANTIC, INC.",어드벤처
12,13,(+4),검은사막 모바일,PEARL ABYSS,롤플레잉
13,14,(-),냥코 대전쟁,PONOS,캐주얼 게임
14,15,(-3),메이플스토리M,NEXON COMPANY,롤플레잉
15,16,(-),오크: 전쟁의 서막,EFUN COMPANY,롤플레잉
16,17,(-4),에픽세븐,PEARL ABYSS,롤플레잉
17,18,(-3),모두의마블 for kakao,NETMARBLE GAMES,보드
18,19,(-),좀비고등학교,AWESOMEPIECE,아케이드
19,20,(+5),킹스레이드,VESPA INC.,롤플레잉
20,21,(+2),소녀전선,LONGCHENG LTD.,롤플레잉
21,22,(-4),라그나로크M: 영원한 사랑,"GRAVITY CO., LTD.",롤플레잉
22,23,(-3),프렌즈레이싱,KAKAO GAMES CORP.,자동차경주
23,24,(+3),클래시 로얄,SUPERCELL,전략
24,25,(+4),원피스 트레저 크루즈,BANDAI NAMCO ENTERTAINMENT INC.,롤플레잉
25,26,(new),마블 퓨처파이트,NETMARBLE GAMES,롤플레잉
26,27,(-1),아리엘,EYOUGAME INC.,롤플레잉
27,28,(-),붕괴3rd,MIHOYO LIMITED,액션
28,29,(new),신명,TRIGIRLS STUDIO,롤플레잉
29,30,(+1),쿠키런: 오븐브레이크,DEVSISTERS CORPORATION,아케이드
30,31,(-7),히어로칸타레 with NAVER WEBTOON,"NGEL GAMES CO.,LTD.",롤플레잉
0,1,(-),리니지M,NCSOFT CORPORATION,롤플레잉
1,2,(-),브롤스타즈,SUPERCELL,액션
2,3,(-),ROBLOX,Roblox Corporation,어드벤처
3,4,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
4,5,(-),블레이드&소울 레볼루션,NETMARBLE,롤플레잉
5,6,(new),마스터 탱커,WEBZEN INC.,롤플레잉
6,7,(-1),라스트오리진,SMARTJOY,롤플레잉
7,8,(new),린: 더 라이트브링어,NEXON COMPANY,롤플레잉
8,9,(-),세븐나이츠 for kakao,NETMARBLE GAMES,롤플레잉
9,10,(-3),리니지2 레볼루션,NETMARBLE GAMES,롤플레잉
10,11,(new),사무라이 쇼다운M,JOYCITY CORP.,롤플레잉
11,12,(-2),제5인격,X.D. GLOBAL,어드벤처
12,13,(-5),헌드레드 소울,HOUND 13,롤플레잉
13,14,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
14,15,(-3),포켓몬고,"NIANTIC, INC.",어드벤처
15,16,(-1),메이플스토리M,NEXON COMPANY,롤플레잉
16,17,(-3),냥코 대전쟁,PONOS,캐주얼 게임
17,18,(-2),오크: 전쟁의 서막,EFUN COMPANY,롤플레잉
18,19,(-8),스피릿위시,NEXON COMPANY,롤플레잉
19,20,(-3),에픽세븐,SMILEGATE MEGAPORT,롤플레잉
20,21,(-3),모두의마블 for kakao,NETMARBLE GAMES,보드
21,22,(-2),킹스레이드,VESPA INC.,롤플레잉
22,23,(-4),좀비고등학교,AWESOMEPIECE,아케이드
23,24,(-2),라그나로크M: 영원한 사랑,"GRAVITY CO., LTD.",롤플레잉
24,25,(-4),소녀전선,LONGCHENG LTD.,롤플레잉
25,26,(-3),프렌즈레이싱,KAKAO GAMES CORP.,자동차경주
26,27,(-1),마블 퓨처파이트,NETMARBLE GAMES,롤플레잉
27,28,(-3),원피스 트레저 크루즈,BANDAI NAMCO ENTERTAINMENT INC.,롤플레잉
28,29,(-5),클래시 로얄,SUPERCELL,전략
29,30,(-),쿠키런: 오븐브레이크,DEVSISTERS CORPORATION,아케이드
30,31,(-2),신명,TRIGIRLS STUDIO,롤플레잉
0,1,(-),리니지M,NCSOFT CORPORATION,롤플레잉
1,2,(new),크레이지아케이드 BnB M,NEXON COMPANY,아케이드
2,3,(-1),브롤스타즈,SUPERCELL,액션
3,4,(-1),ROBLOX,Roblox Corporation,어드벤처
4,5,(+3),린: 더 라이트브링어,NEXON COMPANY,롤플레잉
5,6,(-),마스터 탱커,WEBZEN INC.,롤플레잉
6,7,(-2),블레이드&소울 레볼루션,NETMARBLE,롤플레잉
7,8,(-1),라스트오리진,SMARTJOY,롤플레잉
8,9,(-5),배틀그라운드 모바일,PUBG CORPORATION,액션
9,10,(-1),세븐나이츠 for kakao,NETMARBLE GAMES,롤플레잉
10,11,(-),사무라이 쇼다운M,JOYCITY CORP.,롤플레잉
11,12,(-2),리니지2 레볼루션,NETMARBLE GAMES,롤플레잉
12,13,(-1),제5인격,X.D. GLOBAL,어드벤처
13,14,(+2),메이플스토리M,NEXON COMPANY,롤플레잉
14,15,(-2),헌드레드 소울,HOUND 13,롤플레잉
15,16,(+1),냥코 대전쟁,PONOS,캐주얼 게임
16,17,(-2),포켓몬고,"NIANTIC, INC.",어드벤처
17,18,(-4),검은사막 모바일,PEARL ABYSS,롤플레잉
18,19,(-1),오크: 전쟁의 서막,EFUN COMPANY,롤플레잉
19,20,(+2),킹스레이드,VESPA INC.,롤플레잉
20,21,(-1),에픽세븐,SMILEGATE MEGAPORT,롤플레잉
21,22,(+2),라그나로크M: 영원한 사랑,"GRAVITY CO., LTD.",롤플레잉
22,23,(-2),모두의마블 for kakao,NETMARBLE GAMES,보드
23,24,(-1),좀비고등학교,AWESOMEPIECE,아케이드
24,25,(-6),스피릿위시,NEXON COMPANY,롤플레잉
25,26,(-),프렌즈레이싱,KAKAO GAMES CORP.,자동차경주
26,27,(-2),소녀전선,LONGCHENG LTD.,롤플레잉
27,28,(-1),마블 퓨처파이트,NETMARBLE GAMES,롤플레잉
28,29,(-1),원피스 트레저 크루즈,BANDAI NAMCO ENTERTAINMENT INC.,롤플레잉
29,30,(-1),클래시 로얄,SUPERCELL,전략
30,31,(new),붕괴3rd,MIHOYO LIMITED,액션
0,1,(-),리니지M,NCSOFT CORPORATION,롤플레잉
1,2,(-),크레이지아케이드 BnB M,NEXON COMPANY,아케이드
2,3,(-),브롤스타즈,SUPERCELL,액션
3,4,(-),ROBLOX,Roblox Corporation,어드벤처
4,5,(-),린: 더 라이트브링어,NEXON COMPANY,롤플레잉
5,6,(-),마스터 탱커,WEBZEN INC.,롤플레잉
6,7,(-),블레이드&소울 레볼루션,NETMARBLE,롤플레잉
7,8,(-),라스트오리진,SMARTJOY,롤플레잉
8,9,(+1),세븐나이츠 for kakao,NETMARBLE GAMES,롤플레잉
9,10,(+1),사무라이 쇼다운M,JOYCITY CORP.,롤플레잉
10,11,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
11,12,(new),프린세스 커넥트! Re:Dive,카카오게임즈,롤플레잉
12,13,(-1),리니지2 레볼루션,NETMARBLE GAMES,롤플레잉
13,14,(-),메이플스토리M,NEXON COMPANY,롤플레잉
14,15,(-2),제5인격,X.D. GLOBAL,어드벤처
15,16,(+6),라그나로크M: 영원한 사랑,"GRAVITY CO., LTD.",롤플레잉
16,17,(-2),헌드레드 소울,HOUND 13,롤플레잉
17,18,(-2),냥코 대전쟁,PONOS,캐주얼 게임
18,19,(+5),좀비고등학교,AWESOMEPIECE,아케이드
19,20,(-3),포켓몬고,"NIANTIC, INC.",어드벤처
20,21,(-2),오크: 전쟁의 서막,EFUN COMPANY,롤플레잉
21,22,(-2),킹스레이드,VESPA INC.,롤플레잉
22,23,(-2),에픽세븐,SMILEGATE MEGAPORT,롤플레잉
23,24,(-1),모두의마블 for kakao,NETMARBLE GAMES,보드
24,25,(-7),검은사막 모바일,PEARL ABYSS,롤플레잉
25,26,(-1),스피릿위시,NEXON COMPANY,롤플레잉
26,27,(+1),마블 퓨처파이트,NETMARBLE GAMES,롤플레잉
27,28,(-1),소녀전선,LONGCHENG LTD.,롤플레잉
28,29,(-3),프렌즈레이싱,KAKAO GAMES CORP.,자동차경주
29,30,(-1),원피스 트레저 크루즈,BANDAI NAMCO ENTERTAINMENT INC.,롤플레잉
30,31,(-1),클래시 로얄,SUPERCELL,전략
0,1,(+1),크레이지아케이드 BnB M,NEXON COMPANY,아케이드
1,2,(-1),리니지M,NCSOFT CORPORATION,롤플레잉
2,3,(-),브롤스타즈,SUPERCELL,액션
3,4,(-),ROBLOX,Roblox Corporation,어드벤처
4,5,(-),린: 더 라이트브링어,NEXON COMPANY,롤플레잉
5,6,(-),마스터 탱커,WEBZEN INC.,롤플레잉
6,7,(-),블레이드&소울 레볼루션,NETMARBLE,롤플레잉
7,8,(+4),프린세스 커넥트! Re:Dive,카카오게임즈,롤플레잉
8,9,(-1),라스트오리진,SMARTJOY,롤플레잉
9,10,(-),사무라이 쇼다운M,JOYCITY CORP.,롤플레잉
10,11,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
11,12,(+1),리니지2 레볼루션,NETMARBLE GAMES,롤플레잉
12,13,(-4),세븐나이츠 for kakao,NETMARBLE GAMES,롤플레잉
13,14,(-),메이플스토리M,NEXON COMPANY,롤플레잉
14,15,(-),제5인격,X.D. GLOBAL,어드벤처
15,16,(-),라그나로크M: 영원한 사랑,"GRAVITY CO., LTD.",롤플레잉
